"";"Nom cité dans le texte";"Nom français cité dans le texte";"Nom valide";"INTITULE";"ARRETE";"ARTICLE";"CD_NOM"
"";"Carex lasiocarpa Ehr.";"Laiche filiforme";"Carex lasiocarpa Ehrh., 1784 subsp. lasiocarpa";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"960921"
"";"Carex lasiocarpa Ehr.";"Laiche filiforme";"Carex lasiocarpa Ehrh., 1784";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"88614"
"";"Carex mairei Coss. et Germain";"Laiche de Maire";"Carex mairei Coss. & Germ., 1840";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"88656"
"";"Carex ornithopoda Willd";"Laiche pied d'oiseau";"Carex ornithopoda Willd., 1805 subsp. ornithopoda";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"132775"
"";"Carex ornithopoda Willd";"Laiche pied d'oiseau";"Carex ornithopoda subsp. elongata (Leyb.) Vierh., 1920";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"132774"
"";"Carex ornithopoda Willd";"Laiche pied d'oiseau";"Carex ornithopoda subsp. ornithopodioides (Hausm.) Nyman, 1882";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"132776"
"";"Carex ornithopoda Willd";"Laiche pied d'oiseau";"Carex ornithopoda Willd., 1805";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"88737"
"";"Carex pulicaris L.";"Laiche puce";"Carex pulicaris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"88802"
"";"Carex reichenbachii E. Bonnet";"Laiche de Reichenbach";"Carex pseudobrizoides Clavaud, 1876";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"88792"
"";"Carex trinervis Degl.";"Laiche à trois nervures";"Carex trinervis Degl. ex Loisel., 1807";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"88921"
"";"Centaurium littorale (Turn.) Gilm.";"Erythrée du littoral";"Centaurium littorale (Turner) Gilmour, 1937 subsp. littorale";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"133034"
"";"Centaurium littorale (Turn.) Gilm.";"Erythrée du littoral";"Centaurium littorale (Turner) Gilmour, 1937";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"89845"
"";"Cephalanthera longifolia (L.) Fritsch";"Céphalanthère à feuilles en épée";"Cephalanthera longifolia (L.) Fritsch, 1888";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"89926"
"";"Chrysosplenium alternifolium L.";"Dorine à feuilles alternes";"Chrysosplenium alternifolium L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"91118"
"";"Cicuta virosa L.";"Cigüe vireuse";"Cicuta virosa L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"91199"
"";"Circaea intermedia Ehrh.";"Circée intermédiaire";"Circaea x intermedia Ehrh., 1789";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"91267"
"";"Coeloglossum viride (L.) Hartm.";"Coeloglosse vert ; Orchis grenouille";"Coeloglossum viride (L.) Hartm., 1820";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"92097"
"";"Comarum palustre L.";"Comaret des marais";"Comarum palustre L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"92217"
"";"Currania dryopteris (L.) Wherry";"Polypode du chêne";"Gymnocarpium dryopteris (L.) Newman, 1851";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"100636"
"";"Cynoglossum germanicum Jacq.";"Cynoglosse d'Allemagne";"Cynoglossum germanicum Jacq., 1767";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"93830"
"";"Dactylorhiza incarnata (L.) Soo";"Orchis incarnat";"Dactylorhiza incarnata (L.) Soó, 1962 subsp. incarnata";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"133675"
"";"Dactylorhiza incarnata (L.) Soo";"Orchis incarnat";"Dactylorhiza incarnata (L.) Soó, 1962 var. incarnata";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"146004"
"";"Dactylorhiza incarnata (L.) Soo";"Orchis incarnat";"Dactylorhiza incarnata nothosubsp. dufftii (Hausskn.) B.Bock, 2012";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"162477"
"";"Dactylorhiza incarnata (L.) Soo";"Orchis incarnat";"Dactylorhiza incarnata subsp. cruenta (O.F.Müll.) P.D.Sell, 1967";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"133674"
"";"Dactylorhiza incarnata (L.) Soo";"Orchis incarnat";"Dactylorhiza incarnata var. hyphaematodes (Neuman) Landwehr, 1975";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"146003"
"";"Dactylorhiza incarnata (L.) Soo";"Orchis incarnat";"Dactylorhiza incarnata var. serotina (Hausskn.) Soó, 1962";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"923047"
"";"Dactylorhiza incarnata (L.) Soo";"Orchis incarnat";"Dactylorhiza incarnata var. straminea (Rchb.f.) Soó, 1962";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"619231"
"";"Dactylorhiza incarnata (L.) Soo";"Orchis incarnat";"Dactylorhiza incarnata (L.) Soó, 1962";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"94259"
"";"Dactylorhiza praetermissa (Druce) Soo";"Orchis ignorée";"Dactylorhiza praetermissa (Druce) Soó, 1962";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"94273"
"";"Dentaria pinnata Lam.";"Dentaire pennée";"Cardamine heptaphylla (Vill.) O.E.Schulz, 1903";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"87925"
"";"Elatine hexandra (Lapierre) DC.";"Elatine à six étamines";"Elatine hexandra (Lapierre) DC., 1808";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"95858"
"";"Eleocharis acicularis (L.) Roem. et Schult";"Scirpe épingle";"Eleocharis acicularis (L.) Roem. & Schult., 1817";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"95889"
"";"Eleocharis ovata (Roth) Roem. et Schult";"Scirpe ovale";"Eleocharis ovata (Roth) Roem. & Schult., 1817";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"95919"
"";"Eleocharis quinqueflora (Hartm.) Schwarz";"Scirpe pauciflore";"Eleocharis quinqueflora (Hartmann) O.Schwarz, 1949";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"95927"
"";"Equisetum hyemale L.";"Prêle d'hiver";"Equisetum hyemale L., 1753 subsp. hyemale";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"788972"
"";"Equisetum hyemale L.";"Prêle d'hiver";"Equisetum hyemale L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"96523"
"";"Equisetum sylvaticum L.";"Prêle des bois";"Equisetum sylvaticum L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"96545"
"";"Erica cinerea L.";"Bruyère cendrée";"Erica cinerea L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"96667"
"";"Erica tetralix L.";"Bruyère quaternée";"Erica tetralix L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"96695"
"";"Eriophorum angustifolium Honch.";"Linaigrette à feuilles étroites";"Eriophorum angustifolium Honck., 1782 subsp. angustifolium";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718348"
"";"Eriophorum angustifolium Honch.";"Linaigrette à feuilles étroites";"Eriophorum angustifolium Honck., 1782";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"96844"
"";"Eriophorum latifolium Hoppe";"Linaigrette à feuilles larges";"Eriophorum latifolium Hoppe, 1800";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"96852"
"";"Eriophorum vaginatum L.";"Linaigrette engainée";"Eriophorum vaginatum L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"96861"
"";"Euphorbia palustris L.";"Euphorbe des marais";"Euphorbia palustris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"97601"
"";"Fritillaria meleagris L.";"Fritillaire pintade";"Fritillaria meleagris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"98977"
"";"Fumana procumbens (Dun.) Gr. et G.";"Fumana vulgaire";"Fumana procumbens (Dunal) Gren. & Godr., 1847";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"99028"
"";"Galium boreale L.";"Gaillet boréal";"Galium boreale L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"99390"
"";"Galium saxatile L.";"Gaillet du Harz";"Galium saxatile L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"99529"
"";"Genista anglica L.";"Genêt d'Angleterre";"Genista anglica L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"99721"
"";"Genista pilosa L.";"Genêt poilu";"Genista pilosa L., 1753 subsp. pilosa";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"134984"
"";"Genista pilosa L.";"Genêt poilu";"Genista pilosa subsp. cebennensis Coulot, Rabaute & J.Molina, 2016";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"892194"
"";"Genista pilosa L.";"Genêt poilu";"Genista pilosa L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"99798"
"";"Gentiana cruciata L.";"Gentiane croisette";"Gentiana cruciata L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"99881"
"";"Gentiana pneumonanthe L.";"Gentiane pneumonanthe";"Gentiana pneumonanthe L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"99922"
"";"Geranium sanguineum L.";"Géranium sanguin";"Geranium sanguineum L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"100149"
"";"Geranium sylvaticum L.";"Géranium des bois";"Geranium sylvaticum L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"100160"
"";"Gnaphalium luteo-album L.";"Gnaphale jaunâtre";"Laphangium luteoalbum (L.) Tzvelev, 1994";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"610681"
"";"Gymnadenia odoratissima (L.) Rich.";"Gymnadenie odorante";"Gymnadenia odoratissima (L.) Rich., 1817";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"100614"
"";"Herminium monorchis (L.) R. Brown";"Herminium à un seul bulbe";"Herminium monorchis (L.) R.Br., 1813";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"101315"
"";"Hypericum elodes L.";"Millepertuis des marais";"Hypericum elodes L., 1759";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"103272"
"";"Inula salicina L.";"Inule à feuilles de saule";"Inula salicina L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"103648"
"";"Isopyrum thalictroides L.";"Isopyre faux-pigamon";"Isopyrum thalictroides L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"103917"
"";"Juncus squarrosus L.";"Jonc rude";"Juncus squarrosus L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"104334"
"";"Laserpitium latifolium L.";"Laser blanc";"Laserpitium latifolium L., 1753 subsp. latifolium";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718371"
"";"Laserpitium latifolium L.";"Laser blanc";"Laserpitium latifolium L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"105076"
"";"Lathraea squamaria L.";"Clandestine écailleuse";"Lathraea squamaria L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"105148"
"";"Lathyrus niger (L.) Berch.";"Gesse noire";"Lathyrus niger (L.) Bernh., 1800 subsp. niger";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"137134"
"";"Lathyrus niger (L.) Berch.";"Gesse noire";"Lathyrus niger (L.) Bernh., 1800 var. niger";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"613540"
"";"Lathyrus niger (L.) Berch.";"Gesse noire";"Lathyrus niger var. angustifolius Rouy, 1899";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"148091"
"";"Lathyrus niger (L.) Berch.";"Gesse noire";"Lathyrus niger (L.) Bernh., 1800";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"105230"
"";"Lathyrus palustris L.";"Gesse des marais";"Lathyrus palustris L., 1753 subsp. palustris";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"137139"
"";"Lathyrus palustris L.";"Gesse des marais";"Lathyrus palustris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"105239"
"";"Leucoium vernum L.";"Nivéole printanière";"Leucojum vernum L., 1753 var. vernum";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"982167"
"";"Leucoium vernum L.";"Nivéole printanière";"Leucojum vernum L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"105841"
"";"Limodorum abortivum (L.) Swartz";"Limodore avorté";"Limodorum abortivum (L.) Sw., 1799 var. abortivum";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"982236"
"";"Limodorum abortivum (L.) Swartz";"Limodore avorté";"Limodorum abortivum (L.) Sw., 1799";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"106026"
"";"Lithospermum purpureocaeruleum L.";"Grémil bleu pourpre";"Aegonychon purpurocaeruleum (L.) Holub, 1973";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"80317"
"";"Littorella lacustris (L.) Asch.";"Littorelle des étangs";"Littorella uniflora (L.) Asch., 1864";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"106419"
"";"Luronium natans (L.) Rafin";"Flûteau nageant";"Luronium natans (L.) Raf., 1840";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"106807"
"";"Menyanthes trifoliata L.";"Ményanthe trèfle d'eau";"Menyanthes trifoliata L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"108345"
"";"Montia fontana L.";"Montie des fontaines";"Montia fontana L., 1753 subsp. fontana";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"137879"
"";"Montia fontana L.";"Montie des fontaines";"Montia fontana subsp. amporitana Sennen, 1911";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"137877"
"";"Montia fontana L.";"Montie des fontaines";"Montia fontana subsp. minor (C.C.Gmel.) Schübl. & G.Martens, 1834";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"137883"
