ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC
30;65208;65208;Lestes sponsa;(Hansemann, 1823);Leste fiancé;;ES;Lestidae;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;65214;65214;Lestes dryas;Kirby, 1890;Leste dryade;;ES;Lestidae;;;EN;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65219;65219;Chalcolestes viridis;(Vander Linden, 1825);Leste vert;;ES;Lestidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;65225;65225;Gomphus vulgatissimus;(Linnaeus, 1758);Gomphe très commun;;ES;Gomphidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65227;65227;Gomphus pulchellus;Selys, 1840;Gomphe gentil;;ES;Gomphidae;;;LC;;;2016;NT;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;65249;65249;Onychogomphus forcipatus;(Linnaeus, 1758);Gomphe à pinces;;ES;Gomphidae;;;VU;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65262;65262;Libellula depressa;Linnaeus, 1758;Libellule déprimée;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65265;65265;Libellula fulva;O.F. Müller, 1764;Libellule fauve;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65271;65271;Libellula quadrimaculata;Linnaeus, 1758;Libellule à quatre taches;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65278;65278;Orthetrum cancellatum;(Linnaeus, 1758);Orthétrum réticulé;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;65282;65282;Orthetrum albistylum;(Selys, 1848);Orthétrum à stylets blancs;;ES;Libellulidae;;;NA;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65290;65290;Orthetrum brunneum;(Boyer de Fonscolombe, 1837);Orthétrum brun;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65300;65300;Crocothemis erythraea;(Brullé, 1832);Libellule écarlate;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;65308;65308;Sympetrum pedemontanum;(O.F. Müller in Allioni, 1766);Sympétrum du Piémont;;ES;Libellulidae;;;NA;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;65312;65312;Sympetrum danae;(Sulzer, 1776);Sympétrum noir;;ES;Libellulidae;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65322;65322;Sympetrum sanguineum;(O.F. Müller, 1764);Sympétrum rouge sang;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;65327;65327;Sympetrum flaveolum;(Linnaeus, 1758);Sympétrum jaune;;ES;Libellulidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65335;65335;Sympetrum fonscolombii;(Selys, 1840);Sympétrum à nervures rouges;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65339;65339;Sympetrum meridionale;(Selys, 1841);Sympétrum méridional;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65344;65344;Sympetrum striolatum;(Charpentier, 1840);Sympétrum à côtés striés;;ES;Libellulidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;65348;65348;Sympetrum vulgatum;(Linnaeus, 1758);Sympétrum commun;;ES;Libellulidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;65356;65356;Leucorrhinia pectoralis;(Charpentier, 1825);Leucorrhine à gros thorax;;ES;Libellulidae;;;CR;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;65358;65358;Leucorrhinia rubicunda;(Linnaeus, 1758);Leucorrhine rubiconde;;ES;Libellulidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;65361;65361;Leucorrhinia caudalis;(Charpentier, 1840);Leucorrhine à large queue;;ES;Libellulidae;;;EN;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65376;65376;Cordulia aenea;(Linnaeus, 1758);Cordulie bronzée;;ES;Corduliidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;65381;65381;Oxygastra curtisii;(Dale, 1834);Cordulie à corps fin;;ES;Corduliidae;;;NT;;;2016;LC;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;65387;65387;Epitheca bimaculata;(Charpentier, 1825);Cordulie à deux taches;;ES;Corduliidae;;;EN;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;65393;65393;Somatochlora metallica;(Vander Linden, 1825);Cordulie métallique;;ES;Corduliidae;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;65395;65395;Somatochlora flavomaculata;(Vander Linden, 1825);Cordulie à taches jaunes;;ES;Corduliidae;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;65397;65397;Somatochlora arctica;(Zetterstedt, 1840);Cordulie arctique;;ES;Corduliidae;;;NA;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;65415;65415;Brachytron pratense;(O.F. Müller, 1764);Aeschne printanière;;ES;Aeshnidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65440;65440;Aeshna cyanea;(O.F. Müller, 1764);Aeschne bleue;;ES;Aeshnidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65446;65446;Aeshna grandis;(Linnaeus, 1758);Grande aeschne;;ES;Aeshnidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65451;65451;Aeshna mixta;Latreille, 1805;Aeschne mixte;;ES;Aeshnidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65456;65454;Aeschna affinis;Stephens, 1836;Aeschne affine;;ES;Aeshnidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;65467;65467;Hemianax ephippiger;(Burmeister, 1839);Anax porte selle;;ES;Aeshnidae;;;NA;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65473;65473;Anax imperator;Leach, 1815;Anax empereur;;ES;Aeshnidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65477;65477;Anax parthenope;(Selys, 1839);Anax napolitain;;ES;Aeshnidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;65487;65487;Stethophyma grossum;(Linnaeus, 1758);Criquet ensanglanté;;ES;Acrididae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65613;65613;Phaneroptera falcata;(Poda, 1761);Phaneroptère porte-faux;;ES;Tettigoniidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65614;65614;Phaneroptera nana;Fieber, 1853;Phanéroptère méridional;;ES;Tettigoniidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65636;65636;Leptophyes punctatissima;(Bosc, 1792);Leptophye ponctuée;;ES;Tettigoniidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;535823;65649;Ephippiger ephippiger;auct. non (Fiebig, 1784);Ephippigère des vignes;;ES;Tettigoniidae;;;CR;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;65687;65687;Decticus verrucivorus;(Linnaeus, 1758);Dectique verrucivore;;ES;Tettigoniidae;;;EN;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;65697;65697;Platycleis albopunctata;(Goeze, 1778);Decticelle chagrinée;;ES;Tettigoniidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;837838;65711;Platycleis tessellata;(Charpentier, 1825);Decticelle carroyée;;ES;Tettigoniidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;65718;65718;Metrioptera brachyptera;(Linnaeus, 1761);Decticelle des bruyères;;ES;Tettigoniidae;;;EN;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;536050;65721;Metrioptera bicolor;(Philippi, 1830);Decticelle bicolore;;ES;Tettigoniidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;593264;65722;Metrioptera roeselii;(Hagenbach, 1822);Decticelle bariolée;;ES;Tettigoniidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65740;65740;Pholidoptera griseoaptera;(De Geer, 1773);Decticelle cendrée;;ES;Tettigoniidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65774;65774;Tettigonia viridissima;(Linnaeus, 1758);Grande sauterelle verte;;ES;Tettigoniidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65839;65839;Mantis religiosa;(Linnaeus, 1758);Mante religieuse;;ES;Mantidae;;;LC;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65877;65877;Conocephalus fuscus;(Fabricius, 1793);Conocéphale bigarré;;ES;Tettigoniidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;65878;65878;Conocephalus dorsalis;(Latreille, 1804);Conocéphale des roseaux;;ES;Tettigoniidae;;;VU;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65882;65882;Ruspolia nitidula;(Scopoli, 1786);Conocéphale gracieux;;ES;Tettigoniidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65889;65889;Meconema thalassinum;(De Geer, 1773);Méconème tambourinaire;;ES;Tettigoniidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65891;65891;Meconema meridionale;A. Costa, 1860;Méconème fragile;;ES;Tettigoniidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;65899;65899;Gryllotalpa gryllotalpa;(Linnaeus, 1758);Courtillière commune;;ES;Gryllotalpidae;;;VU;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65910;65910;Gryllus campestris;Linnaeus, 1758;Grillon champêtre;;ES;Gryllidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;65918;65918;Acheta domesticus;(Linnaeus, 1758);Grillon domestique;;ES;Gryllidae;;;NA;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65932;65932;Nemobius sylvestris;(Bosc, 1792);Grillon des bois;;ES;Trigonidiidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65944;65944;Oecanthus pellucens;(Scopoli, 1763);Grillon d'Italie;;ES;Gryllidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65988;65988;Apterygida media;(Hagenbach, 1822);;;ES;Forficulidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65991;65991;Forficula auricularia;Linnaeus, 1758;Perce-oreille commun;;ES;Forficulidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;66001;66001;Labidura riparia;(Pallas, 1773);;;ES;Labiduridae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;66007;66007;Labia minor;(Linnaeus, 1758);;;ES;Spongiphoridae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;66017;66017;Clonopsis gallica;(Charpentier, 1825);;;ES;Bacillidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66030;66030;Tetrix ceperoi;(Bolívar, 1887);Tetrix des vasières;;ES;Tetrigidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66032;66032;Tetrix subulata;(Linnaeus, 1758);Tetrix riverain;;ES;Tetrigidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66036;66036;Tetrix undulata;(Sowerby, 1806);Tetrix forestier;;ES;Tetrigidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66077;66077;Chrysochraon dispar;(Germar, 1834);Criquet des clairières;;ES;Acrididae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;66085;66085;Omocestus haemorrhoidalis;(Charpentier, 1825);Criquet rouge-queue;;ES;Acrididae;;;CR;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;66088;66088;Omocestus rufipes;(Zetterstedt, 1821);Criquet noir-ébène;;ES;Acrididae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;66090;66090;Omocestus viridulus;(Linnaeus, 1758);Criquet verdelet;;ES;Acrididae;;;RE;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;66100;66100;Stenobothrus lineatus;(Panzer, 1796);Criquet de Palène;;ES;Acrididae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;66102;66102;Stenobothrus nigromaculatus;(Herrich-Schäffer, 1840);Criquet bourdonneur;;ES;Acrididae;;;RE;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;66103;66103;Stenobothrus stigmaticus;(Rambur, 1838);Stenobothre nain;;ES;Acrididae;;;EN;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66114;66114;Gomphocerippus rufus;(Linnaeus, 1758);Gomphocère roux;;ES;Acrididae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;66121;66121;Myrmeleotettix maculatus;(Thunberg, 1815);Gomphocère tacheté;;ES;Acrididae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;66134;66134;Chorthippus vagans;(Eversmann, 1848);Criquet des pins;;ES;Acrididae;;;EN;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;66136;66136;Chorthippus mollis;(Charpentier, 1825);Criquet des jachères;;ES;Acrididae;;;EN;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66138;66138;Chorthippus brunneus;(Thunberg, 1815);Criquet duettiste;;ES;Acrididae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66141;66141;Chorthippus biguttulus;(Linnaeus, 1758);Criquet mélodieux;;ES;Acrididae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66157;66157;Chorthippus albomarginatus;(De Geer, 1773);Criquet marginé;;ES;Acrididae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66159;66159;Chorthippus dorsatus;(Zetterstedt, 1821);Criquet verte-échine;;ES;Acrididae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;837869;66161;Chorthippus parallelus;(Zetterstedt, 1821);Criquet des pâtures;;ES;Acrididae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;837913;66165;Chorthippus montanus;(Charpentier, 1825);Criquet palustre;;ES;Acrididae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66173;66173;Euchorthippus declivus;(Brisout de Barneville, 1848);Criquet des mouillères;;ES;Acrididae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66194;66194;Oedipoda caerulescens;(Linnaeus, 1758);Oedipode turquoise;;ES;Acrididae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;66201;66201;Sphingonotus caerulans caerulans;(Linnaeus, 1767);Oedipode aigue-marine;;SSES;Acrididae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;66214;66214;Aiolopus thalassinus;(Fabricius, 1781);Oedipode émeraudine;;ES;Acrididae;;;DD;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;66268;66268;Calliptamus italicus;(Linnaeus, 1758);Criquet italien;;ES;Acrididae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;77352;77352;Lepidochelys kempii;(Garman, 1880);Tortue de Kemp;;ES;Cheloniidae;;;NA;;;2016;CR;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
55;77367;77367;Dermochelys coriacea;(Vandellius, 1761);Tortue luth;;ES;Dermochelyidae;;;NA;;;2016;VU;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
55;77367;77367;Dermochelys coriacea;(Vandellius, 1761);(vide);;ES;Dermochelyidae;;;NA;;;2016;VU;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
55;77381;77381;Emys orbicularis;(Linnaeus, 1758);Cistude d'Europe;;ES;Emydidae;;;NA;;;2016;LR/nt;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
55;77424;77424;Trachemys scripta;(Schoepff, 1792);Tortue de Floride;;ES;Emydidae;;;NA;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
55;77433;77433;Testudo hermanni;Gmelin, 1789;Tortue d'Hermann;;ES;Testudinidae;;;NA;;;2016;NT;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
40;77490;77490;Anguis fragilis;Linnaeus, 1758;Orvet;;ES;Anguidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
30;77600;77600;Lacerta agilis;Linnaeus, 1758;Lézard agile ou des souches;;ES;Lacertidae;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
40;79278;77692;Lacerta vivipara;Jacquin, 1787;Lézard vivipare;;ES;Lacertidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
40;77756;77758;Lacerta muralis;(Laurenti, 1768);Lézard des murailles;;ES;Lacertidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
30;77955;77955;Coronella austriaca;Laurenti, 1768;Coronelle lisse;;ES;Colubridae;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
45;444446;77993;Elaphe longissima;(Laurenti, 1768);Couleuvre d'Esculape;;ES;Colubridae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
40;78064;78064;Natrix natrix;auct. non (Linnaeus, 1758);Couleuvre à collier;;ES;Natricidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
25;78141;78143;Coluber berus;Linnaeus, 1758;Vipère péliade;;ES;Viperidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
30;139;79256;Triturus cristatus;(Laurenti, 1768);Triton crêté;;ES;Salamandridae;;;VU;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
45;79299;79299;Myotis alcathoe;Helversen & Heller, 2001;Murin d'Alcathoe;;ES;Vespertilionidae;;;DD;;;2016;DD;DD;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;79299;79299;Myotis alcathoe;Helversen & Heller, 2001;Murin d'Alcathoe;;ES;Vespertilionidae;;;DD;;;2016;DD;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;79300;79300;Myotis brandtii;(Eversmann, 1845);Murin de Brandt;;ES;Vespertilionidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
30;79301;79301;Myotis bechsteinii;(Kuhl, 1817);Murin de Bechstein;;ES;Vespertilionidae;;;VU;;;2016;NT;VU;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;79303;79303;Pipistrellus kuhlii;(Natterer in Kuhl, 1817);Pipistrelle de Kuhl;;ES;Vespertilionidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
25;79306;79306;Felis silvestris;Schreber, 1775;Chat sauvage;;ES;Felidae;;;EN;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;159432;159432;Erinaceus europaeus europaeus;Linnaeus, 1758;Hérisson d'Europe;;SSES;Erinaceidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
30;0;162678;Lacerta viridis;;Lézard vert;;;;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;
25;199909;199680;Aeshna isoceles isosceles;(Müller, 1767);Aeschne isoscèle;;SSES;Aeshnidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;199685;199685;Cordulegaster bidentata;Selys, 1843;Cordulégastre bidenté;;ES;Cordulegastridae;;;NA;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;199686;199686;Cordulegaster boltonii boltonii;(Donovan, 1807);Cordulégastre annelé;;SSES;Cordulegastridae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;199690;199690;Orthetrum coerulescens coerulescens;(Fabricius, 1798);Orthétrum bleuissant;;SSES;Libellulidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;199975;199975;Capreolus capreolus capreolus;(Linnaeus, 1758);Chevreuil;;SSES;Cervidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;200118;200118;Myotis daubentonii;(Kuhl, 1817);Murin de Daubenton;;ES;Vespertilionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
