ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;GROUPE_GRAND_PUBLIC;
"40";"867215";"867215";"Alepocephalus productus Gill, 1883";"Gill, 1883";"";"";"ES";"Alepocephalidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"67652";"67652";"Alepocephalus rostratus Risso, 1820";"Risso, 1820";"";"";"ES";"Alepocephalidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"61404";"61404";"Alexandromys oeconomus (Pallas, 1776)";"(Pallas, 1776)";"";"";"ES";"Cricetidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2007";"Liste rouge européenne des espèces menacées";"Mammifères";
"40";"77580";"77580";"Algyroides fitzingeri (Wiegmann, 1834)";"(Wiegmann, 1834)";"";"";"ES";"Lacertidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2009";"Liste rouge européenne des espèces menacées";"Amphibiens et reptiles";
"40";"458664";"458664";"Alinda biplicata (Montagu, 1803)";"(Montagu, 1803)";"";"";"ES";"Clausiliidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"81260";"81260";"Alisma gramineum Lej.";"Lej., 1811";"";"";"ES";"Alismataceae";"";"";"LC";"";"";"2023.1";"DD";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81263";"81263";"Alisma lanceolatum With.";"With., 1796";"";"";"ES";"Alismataceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81272";"81272";"Alisma plantago-aquatica L.";"L., 1753";"";"";"ES";"Alismataceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"996281";"81288";"Alkanna tinctoria (L.) Tausch";"Tausch, 1824";"";"";"ES";"Boraginaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"149441";"81291";"Alkekengi officinarum Moench";"Moench, 1802";"";"";"ES";"Solanaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"3396";"3396";"Alle alle (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Alcidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"340053";"340053";"Allecula morio (Fabricius, 1787)";"(Fabricius, 1787)";"";"";"ES";"Tenebrionidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2020";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"340054";"340054";"Allecula rhenana Bach, 1856";"Bach, 1856";"";"";"ES";"Tenebrionidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"786408";"786408";"Alleniella besseri (Lobarz.) S.Olsson, Enroth & D.Quandt";"(Lobarz.) S.Olsson, Enroth & D.Quandt, 2011";"";"";"ES";"Neckeraceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"786495";"786495";"Alleniella complanata (Hedw.) S.Olsson, Enroth & D.Quandt";"(Hedw.) S.Olsson, Enroth & D.Quandt, 2011";"";"";"ES";"Neckeraceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81297";"81297";"Allium acutiflorum Loisel.";"Loisel., 1809";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81313";"81313";"Allium ampeloprasum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81316";"81316";"Allium angulosum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81336";"81336";"Allium carinatum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81376";"81376";"Allium flavum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81398";"81398";"Allium guttatum Steven";"Steven, 1809";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81433";"81433";"Allium moly L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81439";"81439";"Allium moschatum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81445";"81445";"Allium neapolitanum Cirillo";"Cirillo, 1788";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81457";"81457";"Allium oleraceum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81467";"81467";"Allium paniculatum L.";"L., 1759";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81468";"81468";"Allium parciflorum Viv.";"Viv., 1825";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2018";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81473";"81473";"Allium pendulinum Ten.";"Ten., 1811";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2018";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81499";"81499";"Allium roseum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81506";"81506";"Allium savii Parl.";"Parl., 1857";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2018";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81508";"81508";"Allium schoenoprasum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81510";"81510";"Allium scorodoprasum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81520";"81520";"Allium sphaerocephalon L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81463";"718883";"Allium stearnii Pastor & Valdés";"Pastor & Valdés, 1983";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81523";"81523";"Allium suaveolens Jacq.";"Jacq., 1789";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81541";"81541";"Allium ursinum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81543";"81543";"Allium victorialis L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81544";"81544";"Allium vineale L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"959200";"717069";"Allosorus acrosticus (Balb.) Christenh.";"(Balb.) Christenh., 2012";"";"";"ES";"Pteridaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"959208";"717070";"Allosorus guanchicus (Bolle) Christenh.";"(Bolle) Christenh., 2012";"";"";"ES";"Pteridaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"959211";"717071";"Allosorus hispanicus (Mett.) Christenh.";"(Mett.) Christenh., 2012";"";"";"ES";"Pteridaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"959230";"717072";"Allosorus pteridioides (Reichard) Christenh.";"(Reichard) Christenh., 2012";"";"";"ES";"Pteridaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"959234";"717073";"Allosorus tinaei (Tod.) Christenh.";"(Tod.) Christenh., 2012";"";"";"ES";"Pteridaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81563";"81563";"Alnus alnobetula (Ehrh.) K.Koch";"(Ehrh.) K.Koch, 1872";"";"";"ES";"Betulaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81567";"81567";"Alnus cordata (Loisel.) Duby";"(Loisel.) Duby, 1828";"";"";"ES";"Betulaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81569";"81569";"Alnus glutinosa (L.) Gaertn.";"(L.) Gaertn., 1790";"";"";"ES";"Betulaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81570";"81570";"Alnus incana (L.) Moench";"(L.) Moench, 1794";"";"";"ES";"Betulaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"4864";"4864";"Aloina aloides (Koch ex Schultz) Kindb.";"(Koch ex Schultz) Kindb., 1883";"";"";"ES";"Pottiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"4865";"4865";"Aloina ambigua (Bruch & Schimp.) Limpr.";"(Bruch & Schimp.) Limpr., 1888";"";"";"ES";"Pottiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"4866";"4866";"Aloina brevirostris (Hook. & Grev.) Kindb.";"(Hook. & Grev.) Kindb., 1883";"";"";"ES";"Pottiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"434171";"434171";"Aloina obliquifolia (Müll.Hal.) Broth.";"(Müll.Hal.) Broth.";"";"";"ES";"Pottiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"3910";"3910";"Aloina rigida (Hedw.) Limpr.";"(Hedw.) Limpr., 1888";"";"";"ES";"Pottiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81610";"81610";"Alopecurus aequalis Sobol.";"Sobol., 1799";"";"";"ES";"Poaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81637";"81637";"Alopecurus geniculatus L.";"L., 1753";"";"";"ES";"Poaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"81656";"81656";"Alopecurus pratensis L.";"L., 1753";"";"";"ES";"Poaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"66964";"66964";"Alosa agone (Scopoli, 1786)";"(Scopoli, 1786)";"";"";"ES";"Alosidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2008";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"66967";"66967";"Alosa alosa (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Alosidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"66996";"66996";"Alosa fallax (Lacepède, 1803)";"(Lacepède, 1803)";"";"";"ES";"Alosidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"12236";"12236";"Alosterna tabacicolor (De Geer, 1775)";"(De Geer, 1775)";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"81856";"81856";"Althaea officinalis L.";"L., 1753";"";"";"ES";"Malvaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"964271";"964271";"Alytes almogavarii Arntzen and García-París, 1995";"Arntzen & García-París, 1995";"";"";"ES";"Alytidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2022";"Liste rouge européenne des espèces menacées";"Amphibiens et reptiles";
"40";"197";"197";"Alytes obstetricans (Laurenti, 1768)";"(Laurenti, 1768)";"";"";"ES";"Alytidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2022";"Liste rouge européenne des espèces menacées";"Amphibiens et reptiles";
"40";"526314";"163199";"Ambigolimax valentianus (Férussac, 1822)";"(A. Férussac, 1822)";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"4962";"4962";"Amblyodon dealbatus (Hedw.) P. Beauv.";"(Hedw.) P.Beauv., 1804";"";"";"ES";"Meesiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"66655";"66655";"Amblyraja radiata (Donovan, 1808)";"(Donovan, 1808)";"";"";"ES";"Rajidae";"";"";"LC";"";"";"2023.1";"VU";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"5446";"5446";"Amblystegium serpens (Hedw.) Schimp.";"(Hedw.) Schimp., 1853";"";"";"ES";"Amblystegiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"239286";"239286";"Amegilla albigena (Lepeletier, 1841)";"(Lepeletier, 1841)";"";"";"ES";"Apidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239289";"239289";"Amegilla garrula (Rossi, 1790)";"(Rossi, 1790)";"";"";"ES";"Apidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239292";"239292";"Amegilla quadrifasciata (de Villers, 1789)";"(Villers, 1789)";"";"";"ES";"Apidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"82130";"82130";"Ammi majus L.";"L., 1753";"";"";"ES";"Apiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"129910";"82132";"Ammi visnaga (L.) Lam.";"(L.) Lam., 1779";"";"";"ES";"Apiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"239296";"239296";"Ammobates muticus Spinola, 1843";"Spinola, 1843";"";"";"ES";"Apidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"317451";"317451";"Ammobates punctatus (Fabricius, 1804)";"(Fabricius, 1804)";"";"";"ES";"Apidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239297";"239297";"Ammobates vinctus Gerstäcker, 1869";"Gerstäcker, 1869";"";"";"ES";"Apidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"70074";"70074";"Ammodytes marinus Raitt, 1934";"Raitt, 1934";"";"";"ES";"Ammodytidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"272673";"272673";"Ammoecius frigidus (Brisout de Barneville, 1866)";"Brisout de Barneville, 1866";"";"";"ES";"Scarabaeidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240361";"416788";"Ampedus aethiops (Lacordaire, 1835)";"sensu Dajoz, 1962 non (Lacordaire, 1835)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"11505";"11505";"Ampedus aurilegulus (Schaufuss, 1863)";"(Schaufuss, 1863)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"319091";"319091";"Ampedus auripes (Reitter, 1895)";"(Reitter, 1895)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240344";"240344";"Ampedus balteatus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240347";"240347";"Ampedus cinnabarinus (Eschscholtz, 1829)";"(Eschscholtz, 1829)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240349";"240349";"Ampedus elegantulus (Schönherr, 1817)";"(Schönherr, 1817)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240350";"240350";"Ampedus erythrogonus (P.W. Müller, 1821)";"(P.W.J. Müller, 1821)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"11510";"11510";"Ampedus nigrinus (Herbst, 1784)";"(Herbst, 1784)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240355";"240355";"Ampedus nigroflavus (Goeze, 1777)";"(Goeze, 1777)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240356";"240356";"Ampedus pomonae (Stephens, 1830)";"(Stephens, 1830)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240357";"240357";"Ampedus pomorum (Herbst, 1784)";"(Herbst, 1784)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240358";"240358";"Ampedus praeustus (Fabricius, 1792)";"(Fabricius, 1792)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240359";"240359";"Ampedus quercicola (Buysson, 1887)";"(Buysson, 1887)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240360";"240360";"Ampedus rufipennis (Stephens, 1830)";"(Stephens, 1830)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"11515";"11515";"Ampedus sanguineus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"11516";"11516";"Ampedus sanguinolentus (Schrank, 1776)";"(Schrank, 1776)";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"240362";"240362";"Ampedus sinuatus Germar, 1844";"Germar, 1844";"";"";"ES";"Elateridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"652775";"652775";"Amphicerus bimaculatus (Olivier, 1790)";"(Olivier, 1790)";"";"";"ES";"Bostrichidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"5008";"5008";"Amphidium lapponicum (Hedw.) Schimp.";"(Hedw.) Schimp., 1856";"";"";"ES";"Amphidiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"5009";"5009";"Amphidium mougeotii (Bruch & Schimp.) Schimp.";"(Bruch & Schimp.) Schimp., 1856";"";"";"ES";"Amphidiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"901433";"901433";"Ampullaceana ampla (W. Hartmann, 1821)";"(W. Hartmann, 1821)";"";"";"ES";"Lymnaeidae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"901432";"901432";"Ampullaceana balthica (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Lymnaeidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"82280";"82280";"Anacamptis collina (Banks & Sol. ex Russell) R.M.Bateman, Pridgeon & M.W.Chase";"(Banks & Sol. ex Russell) R.M.Bateman, Pridgeon & M.W.Chase, 1997";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"82282";"82282";"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase";"(L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"82283";"82283";"Anacamptis laxiflora (Lam.) R.M.Bateman & Pridgeon & Chase";"(Lam.) R.M.Bateman, Pridgeon & M.W.Chase, 1997";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"82287";"82287";"Anacamptis papilionacea (L.) R.M.Bateman, Pridgeon & M.W.Chase";"(L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"82288";"82288";"Anacamptis pyramidalis (L.) Rich.";"(L.) Rich., 1817";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"4974";"4974";"Anacolia webbii (Mont.) Schimp.";"(Mont.) Schimp., 1876";"";"";"ES";"Bartramiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"66262";"66262";"Anacridium aegyptium (Linnaeus, 1764)";"(Linnaeus, 1764)";"";"";"ES";"Acrididae";"";"";"LC";"";"";"2023.1";"";"LC";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"11743";"11743";"Anaglyptus gibbosus (Fabricius, 1787)";"(Fabricius, 1787)";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"11744";"11744";"Anaglyptus mysticus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"82350";"82350";"Anagyris foetida L.";"L., 1753";"";"";"ES";"Fabaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"1958";"1958";"Anas crecca Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Anatidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"1966";"1966";"Anas platyrhynchos Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Anatidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"23671";"23671";"Anasimyia contracta Claussen & Torp, 1980";"Claussen & Torp, 1980";"";"";"ES";"Syrphidae";"";"";"LC";"";"";"2023.1";"";"LC";"2023";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"23672";"23672";"Anasimyia interpuncta (Harris, 1776)";"(Harris, 1778)";"";"";"ES";"Syrphidae";"";"";"LC";"";"";"2023.1";"";"LC";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"23674";"23674";"Anasimyia lunulata (Meigen, 1822)";"(Meigen, 1822)";"";"";"ES";"Syrphidae";"";"";"LC";"";"";"2023.1";"";"LC";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"23675";"23675";"Anasimyia transfuga (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Syrphidae";"";"";"LC";"";"";"2023.1";"";"LC";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
